@relation 2024-02-28arrf-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.NumericToNominal-R10-22-weka.filters.unsupervised.attribute.Discretize-F-B5-M-1.0-R3-5-precision6-weka.filters.unsupervised.attribute.Discretize-F-B5-M-1.0-R7-9-precision6

@attribute ﻿Type {'code file',commit,discussion,'hacker news',issue,'pull request'}
@attribute RepoLanguage {C,JAVASCRIPT,CSS,ASL,PYTHON,PHP,APL,HTML,MATLAB,ASSEMBLY,BASH,LUA,CPP,ANDROID,CSHARP,ARC,'DIGITAL COMMAND LANGUAGE',ASTRO,SQL,JAVA,GO,SOLIDITY,RUST,GLSL,SHADERLAB,R,NIX,NUNJUCKS,JULIA,CLOJURE,APPLESCRIPT,AUTOHOTKEY,RUBY,PASCAL,VERILOG,PERL,ZIG,OBJECTIVE-C,F#}
@attribute NumberOfPrompts {'\'(-inf-1.5]\'','\'(1.5-2.5]\'','\'(2.5-4.5]\'','\'(4.5-10.5]\'','\'(10.5-inf)\''}
@attribute TokensOfPrompts {'\'(-inf-33.5]\'','\'(33.5-160.5]\'','\'(160.5-508]\'','\'(508-1109.5]\'','\'(1109.5-inf)\''}
@attribute TokensOfAnswers {'\'(-inf-373.5]\'','\'(373.5-621]\'','\'(621-1290.5]\'','\'(1290.5-3431.5]\'','\'(3431.5-inf)\''}
@attribute CodeGPT {PYTHON,ANDROID,JAVASCRIPT,PHP,LUA,BASH,SQL,ARDUINO,YAML,R,SUDOLANG,VBA,RUST,CSHARP,HTML,CPP,JAVA,SOLIDITY,GO,VBNET,CSS,PERL,MATLAB,XML,PLAINTEXT,RUBY,RAKU,NGINX,JANET,C,SHADERLAB,ELIXIR,PRISMA,VERILOG,ELISP,CLOJURE,HAXE,HCL,REGEX}
@attribute LinesUsed {'\'(-inf-0.5]\'','\'(0.5-8.5]\'','\'(8.5-24.5]\'','\'(24.5-75.5]\'','\'(75.5-inf)\''}
@attribute LinesGivenGPT {'\'(-inf-0.5]\'','\'(0.5-18.5]\'','\'(18.5-48.5]\'','\'(48.5-165]\'','\'(165-inf)\''}
@attribute Similarity_Web_y_x string
@attribute String {0,1}
@attribute 'New-Feature ' {0,1}
@attribute ' Refactor' {0,1}
@attribute ' Security ' {0,1}
@attribute 'Bug-Fix ' {0,1}
@attribute Energy {0,1}
@attribute StringGPT {0,1}
@attribute NewFeature {0,1}
@attribute ' RefactorGPT' {0,1}
@attribute ' SecurityGPT ' {0,1}
@attribute 'Bug-Fix GPT' {0,1}
@attribute EnergyGPT {0,1}
@attribute CodeProvided {0,1}

@data
commit,HTML,'\'(1.5-2.5]\'','\'(160.5-508]\'','\'(621-1290.5]\'',JAVASCRIPT,'\'(24.5-75.5]\'','\'(18.5-48.5]\'','0,2',0,1,1,0,1,0,0,0,0,0,1,0,1
commit,HTML,'\'(1.5-2.5]\'','\'(508-1109.5]\'','\'(621-1290.5]\'',?,'\'(24.5-75.5]\'','\'(18.5-48.5]\'','0,15',0,1,1,0,1,1,0,0,0,0,1,0,1
commit,HTML,'\'(4.5-10.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',JAVASCRIPT,'\'(75.5-inf)\'','\'(165-inf)\'','0,64',0,1,1,0,1,1,1,1,0,0,1,0,1
commit,HTML,'\'(2.5-4.5]\'','\'(1109.5-inf)\'','\'(1290.5-3431.5]\'',JAVASCRIPT,'\'(75.5-inf)\'','\'(48.5-165]\'','0,14',0,1,1,0,1,0,0,0,1,0,1,0,1
commit,HTML,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',YAML,'\'(8.5-24.5]\'','\'(18.5-48.5]\'','0,06',0,1,1,0,1,0,0,0,0,0,1,0,1
commit,HTML,'\'(2.5-4.5]\'','\'(1109.5-inf)\'','\'(1290.5-3431.5]\'',HTML,'\'(75.5-inf)\'','\'(48.5-165]\'','0,27',0,1,1,0,1,1,0,0,0,0,1,0,1
commit,HTML,'\'(4.5-10.5]\'','\'(1109.5-inf)\'','\'(1290.5-3431.5]\'',JAVASCRIPT,'\'(75.5-inf)\'','\'(165-inf)\'','0,31',0,1,1,0,1,0,0,0,0,0,1,0,1
commit,HTML,'\'(4.5-10.5]\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',JAVASCRIPT,'\'(75.5-inf)\'','\'(165-inf)\'','0,51',0,1,1,0,1,1,0,0,0,0,1,1,1
commit,JAVASCRIPT,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(1290.5-3431.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,1,1,0,1,0,1,1,0,0,1,0,0
commit,HTML,'\'(10.5-inf)\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',JAVASCRIPT,'\'(75.5-inf)\'','\'(165-inf)\'','0,36',0,1,1,0,1,0,0,0,0,0,1,0,1
discussion,JAVASCRIPT,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(373.5-621]\'',JAVASCRIPT,'\'(24.5-75.5]\'','\'(18.5-48.5]\'',?,0,0,1,0,0,0,1,1,0,0,0,0,1
discussion,GO,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',BASH,'\'(-inf-0.5]\'','\'(0.5-18.5]\'',?,1,0,0,0,0,0,0,0,1,0,0,0,0
discussion,?,'\'(-inf-1.5]\'','\'(160.5-508]\'','\'(373.5-621]\'',BASH,'\'(-inf-0.5]\'','\'(0.5-18.5]\'',?,0,0,0,0,0,1,1,1,0,0,1,0,0
discussion,?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,0,1,0,0,1,0,0,0,1,0,1,0,0
discussion,?,'\'(-inf-1.5]\'','\'(508-1109.5]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,?,'\'(-inf-1.5]\'','\'(1109.5-inf)\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,JAVASCRIPT,'\'(2.5-4.5]\'','\'(160.5-508]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(0.5-18.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,JAVASCRIPT,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',?,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',?,0,0,0,0,1,0,0,0,0,0,1,0,1
discussion,PYTHON,'\'(2.5-4.5]\'','\'(1109.5-inf)\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(0.5-18.5]\'',?,0,0,1,0,0,0,1,1,0,0,0,0,0
discussion,PHP,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,PHP,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,PHP,'\'(1.5-2.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,VERILOG,'\'(4.5-10.5]\'','\'(508-1109.5]\'','\'(1290.5-3431.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,PYTHON,'\'(-inf-1.5]\'','\'(508-1109.5]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,0,1,0,0,0,0,1,1,0,0,0,0,0
discussion,PYTHON,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(0.5-18.5]\'',?,1,0,0,0,0,0,0,0,1,0,0,0,0
discussion,RUST,'\'(-inf-1.5]\'','\'(508-1109.5]\'','\'(373.5-621]\'',BASH,'\'(8.5-24.5]\'','\'(18.5-48.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,1
discussion,JAVASCRIPT,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(-inf-373.5]\'',JAVASCRIPT,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',?,0,1,0,0,0,0,0,0,0,0,0,0,1
discussion,CPP,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,0,1,0,0,0,0,0,0,0,0,0,0,0
discussion,JAVASCRIPT,'\'(10.5-inf)\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',?,'\'(24.5-75.5]\'','\'(165-inf)\'',?,0,0,1,1,0,1,0,1,1,1,1,0,1
discussion,JAVASCRIPT,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(-inf-373.5]\'',JAVASCRIPT,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,1
discussion,PHP,'\'(4.5-10.5]\'','\'(1109.5-inf)\'','\'(1290.5-3431.5]\'',BASH,'\'(8.5-24.5]\'','\'(48.5-165]\'',?,1,0,0,0,0,0,0,0,0,0,0,0,1
discussion,PYTHON,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,PYTHON,'\'(4.5-10.5]\'','\'(508-1109.5]\'','\'(1290.5-3431.5]\'',?,'\'(24.5-75.5]\'','\'(48.5-165]\'',?,0,1,0,0,0,0,1,1,0,0,0,0,1
discussion,JAVASCRIPT,'\'(4.5-10.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',JAVASCRIPT,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,1
discussion,JAVASCRIPT,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,JAVASCRIPT,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(373.5-621]\'',BASH,'\'(8.5-24.5]\'','\'(18.5-48.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,1
discussion,PHP,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(373.5-621]\'',JAVASCRIPT,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',?,0,1,0,0,0,0,0,0,0,0,0,0,1
discussion,?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,SOLIDITY,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,C,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',C,'\'(24.5-75.5]\'','\'(18.5-48.5]\'',?,0,1,0,0,1,0,0,0,0,0,1,0,1
discussion,PYTHON,'\'(2.5-4.5]\'','\'(508-1109.5]\'','\'(1290.5-3431.5]\'',?,'\'(75.5-inf)\'','\'(165-inf)\'',?,1,0,0,0,0,0,1,1,0,0,0,0,1
discussion,JAVA,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,PYTHON,'\'(-inf-1.5]\'','\'(1109.5-inf)\'','\'(621-1290.5]\'',JAVASCRIPT,'\'(24.5-75.5]\'','\'(48.5-165]\'',?,0,0,0,0,1,0,0,0,0,0,1,0,1
discussion,C,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,JAVA,'\'(4.5-10.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,0,0,1,0,0,0,0
discussion,JAVASCRIPT,'\'(-inf-1.5]\'','\'(1109.5-inf)\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,0,1,1,0,0,0,0,0,1,0,0,0,0
discussion,PYTHON,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,0,1,0,0,0,0,1,1,0,0,0,0,0
discussion,CPP,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,0,1,0,0,0,0,1,1,0,0,0,0,0
discussion,SQL,'\'(2.5-4.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,1,0,0,0,0,0,1,1,0,0,0,0,0
discussion,PYTHON,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',PYTHON,'\'(8.5-24.5]\'','\'(48.5-165]\'',?,0,1,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',PYTHON,'\'(8.5-24.5]\'','\'(48.5-165]\'',0,1,1,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',CSHARP,'\'(8.5-24.5]\'','\'(18.5-48.5]\'',0,1,0,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(1.5-2.5]\'','\'(160.5-508]\'','\'(621-1290.5]\'',JAVASCRIPT,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',0,0,1,0,0,1,1,1,1,0,0,1,0,1
'hacker news',?,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',JAVASCRIPT,'\'(8.5-24.5]\'','\'(48.5-165]\'',0,0,0,0,0,1,0,1,1,0,0,1,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(621-1290.5]\'',PYTHON,'\'(8.5-24.5]\'','\'(48.5-165]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(621-1290.5]\'',PYTHON,'\'(8.5-24.5]\'','\'(48.5-165]\'',0,1,0,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(621-1290.5]\'',?,'\'(8.5-24.5]\'','\'(48.5-165]\'',0,1,0,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(160.5-508]\'','\'(621-1290.5]\'',HTML,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,1
'hacker news',?,'\'(2.5-4.5]\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',ARDUINO,'\'(24.5-75.5]\'','\'(165-inf)\'',0,1,1,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(4.5-10.5]\'','\'(33.5-160.5]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,1,0,0,0,0,1,1,0,0,0,0,0
'hacker news',?,'\'(4.5-10.5]\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',?,'\'(8.5-24.5]\'','\'(48.5-165]\'',0,1,1,0,0,0,0,1,1,0,0,0,0,1
'hacker news',?,'\'(4.5-10.5]\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',CSS,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',0,1,1,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',CPP,'\'(24.5-75.5]\'','\'(165-inf)\'',0,0,0,0,0,1,0,1,1,0,0,1,0,1
'hacker news',?,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',JAVASCRIPT,'\'(24.5-75.5]\'','\'(165-inf)\'',0,0,1,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',PYTHON,'\'(0.5-8.5]\'','\'(48.5-165]\'',0,0,1,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',YAML,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',0,0,1,0,1,1,1,0,1,0,1,1,0,1
'hacker news',?,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',HTML,'\'(75.5-inf)\'','\'(165-inf)\'',0,1,1,0,0,0,0,1,1,0,0,0,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',RUBY,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,1,1,0,0,1,0,1,1,0,0,1,0,1
'hacker news',?,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(373.5-621]\'',RUBY,'\'(-inf-0.5]\'','\'(0.5-18.5]\'',0,1,1,0,0,1,0,1,1,0,0,1,0,0
'hacker news',?,'\'(-inf-1.5]\'','\'(160.5-508]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'hacker news',?,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',CSS,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,1,0,0,1,0,0,0,1,0,1,0,0,1
'hacker news',?,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',JAVASCRIPT,'\'(24.5-75.5]\'','\'(48.5-165]\'',0,0,0,0,0,1,0,0,0,0,0,1,0,1
'hacker news',?,'\'(4.5-10.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',C,'\'(24.5-75.5]\'','\'(165-inf)\'',0,0,0,0,0,0,1,0,0,0,0,1,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(373.5-621]\'',HTML,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',0,1,0,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(160.5-508]\'','\'(373.5-621]\'',RUST,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,0,0,0,0,1,0,0,0,0,0,1,0,1
'hacker news',?,'\'(4.5-10.5]\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',PYTHON,'\'(8.5-24.5]\'','\'(48.5-165]\'',0,1,0,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',PYTHON,'\'(8.5-24.5]\'','\'(48.5-165]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',JAVASCRIPT,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,1,0,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',JAVA,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,1
'hacker news',?,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(3431.5-inf)\'',VBNET,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,1
'hacker news',?,'\'(4.5-10.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',SQL,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',JAVASCRIPT,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',0,0,0,0,0,1,0,1,1,0,0,1,0,1
'hacker news',?,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',PYTHON,'\'(8.5-24.5]\'','\'(48.5-165]\'',0,1,1,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',XML,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',0,0,0,0,0,1,1,0,0,0,0,1,0,1
'hacker news',?,'\'(2.5-4.5]\'','\'(508-1109.5]\'','\'(-inf-373.5]\'',PYTHON,'\'(-inf-0.5]\'','\'(0.5-18.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'hacker news',?,'\'(2.5-4.5]\'','\'(160.5-508]\'','\'(373.5-621]\'',PYTHON,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,1,0,0,1,0,0,0,1,0,1,0,0,1
'hacker news',?,'\'(1.5-2.5]\'','\'(160.5-508]\'','\'(621-1290.5]\'',BASH,'\'(8.5-24.5]\'','\'(48.5-165]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,1
'hacker news',?,'\'(10.5-inf)\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',JAVASCRIPT,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,0,0,0,1,0,0,0,1,0,1,0,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(0.5-18.5]\'',0,0,0,0,0,0,0,1,1,0,0,0,0,0
'hacker news',?,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(-inf-373.5]\'',BASH,'\'(-inf-0.5]\'','\'(18.5-48.5]\'',0,0,0,0,0,0,0,0,0,0,0,0,0,0
'hacker news',?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',SQL,'\'(-inf-0.5]\'','\'(0.5-18.5]\'',0,0,0,0,0,0,0,0,0,0,0,0,0,0
'hacker news',?,'\'(10.5-inf)\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',JAVASCRIPT,'\'(0.5-8.5]\'','\'(165-inf)\'',0,1,1,0,0,0,0,1,1,0,0,0,0,1
'hacker news',?,'\'(10.5-inf)\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',JAVASCRIPT,'\'(0.5-8.5]\'','\'(165-inf)\'',0,0,1,0,0,0,0,1,1,0,0,0,0,1
'hacker news',?,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(3431.5-inf)\'',VBNET,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',0,1,1,0,0,0,0,1,1,0,0,0,0,1
'hacker news',?,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',SQL,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,0,0,0,0,1,0,0,0,0,0,1,0,1
'hacker news',?,'\'(1.5-2.5]\'','\'(160.5-508]\'','\'(-inf-373.5]\'',PYTHON,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,0,0,0,0,1,0,0,0,0,0,1,0,1
'hacker news',?,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',PYTHON,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',0,1,1,0,0,0,0,1,1,0,0,0,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',BASH,'\'(24.5-75.5]\'','\'(165-inf)\'',0,1,1,0,0,1,0,0,0,1,0,1,0,1
'hacker news',?,'\'(2.5-4.5]\'','\'(1109.5-inf)\'','\'(1290.5-3431.5]\'',JAVASCRIPT,'\'(0.5-8.5]\'','\'(48.5-165]\'',0,1,0,0,0,0,0,0,0,0,0,0,0,1
'hacker news',?,'\'(4.5-10.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',BASH,'\'(24.5-75.5]\'','\'(165-inf)\'',0,1,1,0,0,1,0,1,1,0,0,1,0,1
'hacker news',?,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',?,'\'(24.5-75.5]\'','\'(165-inf)\'',0,1,1,0,0,1,0,1,1,0,0,1,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(-inf-373.5]\'',PYTHON,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,0,0,1,0,1,0,0,0,1,0,1,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',PYTHON,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,0,0,1,0,1,0,0,0,1,0,1,0,1
'hacker news',?,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',PYTHON,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,0,0,1,0,1,0,0,0,0,0,1,0,1
'hacker news',?,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(373.5-621]\'',PYTHON,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',0,0,0,1,0,1,0,0,0,1,0,1,0,1
'hacker news',?,'\'(4.5-10.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',GO,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,0,1,0,0,0,0,0,0,0,0,0,0,1
issue,JAVA,'\'(1.5-2.5]\'','\'(-inf-33.5]\'','\'(1290.5-3431.5]\'',JAVA,'\'(8.5-24.5]\'','\'(48.5-165]\'','0,03',0,0,0,0,1,0,0,0,0,0,1,0,1
issue,JAVA,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',?,'\'(8.5-24.5]\'','\'(48.5-165]\'','0,02',0,0,0,0,1,0,0,0,0,0,1,0,1
issue,ANDROID,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',PYTHON,'\'(0.5-8.5]\'','\'(18.5-48.5]\'','0,06',1,0,0,0,0,0,1,1,0,0,0,0,1
issue,PHP,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',?,'\'(0.5-8.5]\'','\'(18.5-48.5]\'','0,04',0,0,1,0,0,0,1,1,0,0,0,0,1
issue,?,'\'(1.5-2.5]\'','\'(1109.5-inf)\'','\'(621-1290.5]\'',?,'\'(24.5-75.5]\'','\'(48.5-165]\'','0,01',1,0,0,1,0,0,0,1,0,1,0,0,1
issue,?,'\'(2.5-4.5]\'','\'(1109.5-inf)\'','\'(1290.5-3431.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
