Type;RepoLanguage;Title-Programmer;Title-GPT;NumberOfPrompts;TokensOfPrompts;TokensOfAnswers;CodeGPT;LinesUsed;LinesGivenGPT;Usage_Ratio_y_x;Similarity_Web_y_x;String;New-Feature ;Refactor;Security ;Bug-Fix ;Energy;StringGPT;NewFeatureGPT; RefactorGPT; SecurityGPT ;Bug-Fix GPT;EnergyGPT;CodeUSED
discussion;JAVASCRIPT;Refactor  Refactor ;String;1;41;425;JAVASCRIPT;29;30;1,305555556;;0;0;1;0;0;0;1;1;0;0;0;0;1
discussion;GO;String;Refactor ;1;10;530;BASH;0;8;0;;1;0;0;0;0;0;0;0;1;0;0;0;0
discussion;NOREFERENCE;LLM-ChatGPT Energy;String;1;199;404;BASH;0;7;0;;0;0;0;0;0;1;1;1;0;0;1;0;0
discussion;NOREFERENCE; Bug-Fix  New-Feature ; New-Feature Refactor New-Feature;1;17;410;NOREFERENCE;0;0;0;;0;1;0;0;1;0;0;0;1;0;1;0;0
discussion;NOREFERENCE;String;String;1;706;88;NOREFERENCE;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;NOREFERENCE;String;String;1;3084;312;NOREFERENCE;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;JAVASCRIPT;String;String;3;333;205;NOREFERENCE;0;14;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;JAVASCRIPT; Security   Bug-Fix ;New-Feature ;2;138;910;NOREFERENCE;3;20;0;;0;0;0;0;1;0;0;0;0;0;1;0;1
discussion;PYTHON;LLM-ChatGPT Refactor ;String;3;1245;496;NOREFERENCE;0;6;0;;0;0;1;0;0;0;1;1;0;0;0;0;0
discussion;PHP;String;String;3;87;237;NOREFERENCE;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;PHP;String;String;1;22;25;NOREFERENCE;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;PHP;String;String;2;28;53;NOREFERENCE;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;VERILOG;String;String;6;511;1884;NOREFERENCE;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;PYTHON; LLM-ChatGPT;String;1;634;204;NOREFERENCE;0;0;0;;0;1;0;0;0;0;1;1;0;0;0;0;0
discussion;PYTHON;String;Refactor Prog-language ;1;44;201;NOREFERENCE;0;4;0;;1;0;0;0;0;0;0;0;1;0;0;0;0
discussion;RUST;String;String;1;677;506;BASH;15;32;0;;1;0;0;0;0;0;1;1;0;0;0;0;1
discussion;JAVASCRIPT;New-Feature ;New-Feature  Bug-Fix;1;52;186;JAVASCRIPT;1;4;0;;0;1;0;0;0;0;0;0;0;0;0;0;1
discussion;C; New-Feature New-Feature ; Bug-Fix  Bug-Fix ;1;15;478;NOREFERENCE;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0
discussion;JAVASCRIPT;Refactor  Security  Energy Security ;Refactor Security ;30;2858;12044;NOREFERENCE;58;417;0;;0;0;1;1;0;1;0;1;1;1;1;0;1
discussion;JAVASCRIPT;String;String;1;44;363;JAVASCRIPT;2;16;0;;1;0;0;0;0;0;1;1;0;0;0;0;1
discussion;PHP;String;New-Feature ;7;2845;2868;BASH;13;67;1;;1;0;0;0;0;0;0;0;0;0;0;0;1
discussion;PYTHON;String;String;1;41;32;NOREFERENCE;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;PYTHON;LLM-ChatGPT New-Feature ;String;7;951;2041;NOREFERENCE;44;54;0;;0;1;0;0;0;0;1;1;0;0;0;0;1
discussion;JAVASCRIPT;String;String;10;207;2313;JAVASCRIPT;2;23;0;;1;0;0;0;0;0;1;1;0;0;0;0;1
discussion;JAVASCRIPT;String;String;1;19;320;NOREFERENCE;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;JAVASCRIPT;String;String;2;59;438;BASH;14;38;0;;1;0;0;0;0;0;1;1;0;0;0;0;1
discussion;PHP;New-Feature ;Security ;2;47;381;JAVASCRIPT;1;6;0;;0;1;0;0;0;0;0;0;0;0;0;0;1
discussion;NOREFERENCE;String;String;0;0;0;NOREFERENCE;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;SOLIDITY;String;String;1;38;260;NOREFERENCE;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;C; New-Feature  Prog-language ;Prog-language ;2;156;818;C;38;42;0;;0;1;0;0;1;0;0;0;0;0;1;0;1
discussion;PYTHON;String;String;4;689;2566;NOREFERENCE;175;285;0,03030303;;1;0;0;0;0;0;1;1;0;0;0;0;1
discussion;JAVA;String;String;20;962;5240;NOREFERENCE;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;PYTHON;Prog-language  Bug-Fix ;Prog-language ;1;2327;1255;JAVASCRIPT;53;150;0;;0;0;0;0;1;0;0;0;0;0;1;0;1
discussion;C;String;String;2;92;431;NOREFERENCE;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;JAVA;String; Bug-Fix  Refactor ;6;201;2025;NOREFERENCE;0;0;0;;1;0;0;0;0;0;0;0;1;0;0;0;0
discussion;JAVASCRIPT;Refactor New-Feature;Refactor New-Feature  Refactor;1;1293;7;NOREFERENCE;0;0;0;;0;1;1;0;0;0;0;0;1;0;0;0;0
discussion;PYTHON;New-Feature ;String;20;206;2636;NOREFERENCE;0;0;0;;0;1;0;0;0;0;1;1;0;0;0;0;0
discussion;C;New-Feature ;String;1;16;319;NOREFERENCE;0;0;0;;0;1;0;0;0;0;1;1;0;0;0;0;0
discussion;SQL;String;String;3;27;388;NOREFERENCE;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0
discussion;PYTHON;New-Feature ;Bug-Fix ;2;36;1008;PYTHON;18;62;0;;0;1;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE; LLM-ChatGPT String; New-Feature;3;90;1537;PYTHON;21;93;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE;String;Prog-language New-Feature ;1;9;384;C;14;32;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE; LLM-ChatGPT New-Feature  Prog-language  Energy;String;2;266;765;JAVASCRIPT;6;19;0;0;0;1;0;0;1;1;1;1;0;0;1;0;1
hacker news;NOREFERENCE;Bug-Fix ;String;3;85;1701;JAVASCRIPT;10;139;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1
hacker news;NOREFERENCE;String;String;1;20;763;PYTHON;9;71;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
hacker news;NOREFERENCE;String;Prog-language ;1;10;715;PYTHON;16;87;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE;String;Prog-language ;1;9;818;NOREFERENCE;24;107;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE;LLM-ChatGPT String;String;1;173;859;HTML;8;44;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
hacker news;NOREFERENCE; LLM-ChatGPT String; Bug-Fix ;4;3711;4016;ARDUINO;36;255;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE; LLM-ChatGPT String;String;8;78;282;NOREFERENCE;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0
hacker news;NOREFERENCE; LLM-ChatGPT String;String;6;2337;3574;NOREFERENCE;18;137;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1
hacker news;NOREFERENCE; LLM-ChatGPT String; Bug-Fix ;8;5295;4116;HTML;6;20;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE;Bug-Fix;String;2;51;1357;C;60;180;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1
hacker news;NOREFERENCE;New-Feature  LLM-ChatGPT  LLM-ChatGPT;Prog-language ;4;81;1734;JAVASCRIPT;29;196;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE;New-Feature  LLM-ChatGPT  LLM-ChatGPT;Prog-language Prog-language;3;47;797;PYTHON;6;51;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE;Bug-Fix  LLM-ChatGPT Energy;Prog-language Security New-Feature ;1;18;521;YAML;4;34;0;0;0;1;0;1;1;1;0;1;0;1;1;0;1
hacker news;NOREFERENCE; LLM-ChatGPT String;String;34;934;13308;HTML;126;1034;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1
hacker news;NOREFERENCE;Bug-Fix  LLM-ChatGPT  LLM-ChatGPT String;String;1;21;321;RUBY;4;13;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1
hacker news;NOREFERENCE;Bug-Fix  LLM-ChatGPT  LLM-ChatGPT String;String;2;44;452;RUBY;0;6;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0
hacker news;NOREFERENCE;String;String;1;262;210;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
hacker news;NOREFERENCE;String; Security  ;4;69;794;HTML;2;2;0,5;0;1;0;0;1;0;0;0;1;0;1;0;0;1
hacker news;NOREFERENCE; Bug-Fix ; Bug-Fix ;4;77;696;JAVASCRIPT;53;59;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1
hacker news;NOREFERENCE;LLM-ChatGPT Energy;Prog-language ;7;118;3191;C;58;343;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1
hacker news;NOREFERENCE;String;New-Feature ;1;64;489;HTML;5;28;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE;Bug-Fix Prog-language ;New-Feature ;1;259;462;RUST;1;10;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1
hacker news;NOREFERENCE;String;New-Feature  Prog-language ;7;5518;3434;PYTHON;9;129;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE;String;String;3;39;1331;PYTHON;10;51;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
hacker news;NOREFERENCE;String;Prog-language Prog-language ;1;21;332;JAVASCRIPT;1;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE;String;String;3;45;964;JAVA;1;17;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
hacker news;NOREFERENCE;String;String;20;187;8360;VBNET;3;44;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
hacker news;NOREFERENCE;String;String;7;116;3101;SQL;7;35;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
hacker news;NOREFERENCE;Bug-Fix ;String;1;28;241;JAVASCRIPT;2;19;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1
hacker news;NOREFERENCE; LLM-ChatGPT String;Prog-language;4;54;1919;PYTHON;15;123;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE; Bug-Fix Energy;New-Feature  Prog-language;1;15;587;XML;7;48;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1
hacker news;NOREFERENCE;String;String;3;568;247;PYTHON;0;4;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
hacker news;NOREFERENCE;String; Security  ;3;188;541;PYTHON;2;15;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1
hacker news;NOREFERENCE;String;String;2;398;1072;BASH;13;73;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
hacker news;NOREFERENCE;LLM-ChatGPT  Security  ; Security ;47;1517;4595;JAVASCRIPT;3;11;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1
hacker news;NOREFERENCE;LLM-ChatGPT  Security  ;String;1;29;295;NOREFERENCE;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
hacker news;NOREFERENCE;LLM-ChatGPT  Security  ;New-Feature ;1;97;358;BASH;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hacker news;NOREFERENCE;LLM-ChatGPT  Security  ;New-Feature ;1;13;187;SQL;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hacker news;NOREFERENCE; LLM-ChatGPT String;String;31;5630;12253;JAVASCRIPT;5;618;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1
hacker news;NOREFERENCE; LLM-ChatGPT;String;31;5630;12253;JAVASCRIPT;4;594;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1
hacker news;NOREFERENCE; LLM-ChatGPT String;String;20;187;8360;VBNET;3;44;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1
hacker news;NOREFERENCE;Bug-Fix Prog-language ;Prog-language ;2;126;1261;SQL;5;9;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1
hacker news;NOREFERENCE; Security  Prog-language ; New-Feature;2;166;270;PYTHON;1;7;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1
hacker news;NOREFERENCE; LLM-ChatGPT String;String;11;308;2476;PYTHON;8;47;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1
hacker news;NOREFERENCE;Bug-Fix  LLM-ChatGPT String;Refactor ;1;37;1589;BASH;25;180;0;0;1;1;0;0;1;0;0;0;1;0;1;0;1
hacker news;NOREFERENCE;String;New-Feature  New-Feature New-Feature;3;3506;1458;JAVASCRIPT;8;95;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
hacker news;NOREFERENCE;Bug-Fix  LLM-ChatGPT String;String;5;191;2116;BASH;39;166;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1
hacker news;NOREFERENCE;Bug-Fix  LLM-ChatGPT String;String;11;520;4107;NOREFERENCE;29;188;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1
hacker news;NOREFERENCE;LLM-ChatGPT Refactor Prog-language;Refactor ;1;68;189;PYTHON;3;3;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1
hacker news;NOREFERENCE;LLM-ChatGPT Refactor Prog-language;Refactor ;1;29;200;PYTHON;2;2;2;0;0;0;1;0;1;0;0;0;1;0;1;0;1
hacker news;NOREFERENCE;LLM-ChatGPT Refactor Prog-language; Bug-Fix ;1;29;236;PYTHON;1;2;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1
hacker news;NOREFERENCE;LLM-ChatGPT Refactor Prog-language;Refactor ;3;51;613;PYTHON;3;19;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1
hacker news;NOREFERENCE;New-Feature ;Prog-language Prog-language New-Feature;5;235;1876;GO;4;17;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
issue;JAVA; Bug-Fix  Prog-language ;Prog-language ;2;29;1303;JAVA;18;105;0;0.03;0;0;0;0;1;0;0;0;0;0;1;0;1
issue;JAVA; Bug-Fix  Prog-language ;;3;36;931;NOREFERENCE;13;66;0;0.02;0;0;0;0;1;0;0;0;0;0;1;0;1
issue;ANDROID;String;String;4;71;1329;PYTHON;2;30;0;0.06;1;0;0;0;0;0;1;1;0;0;0;0;1
issue;PHP;Refactor ;String;3;42;933;NOREFERENCE;3;28;0;0.04;0;0;1;0;0;0;1;1;0;0;0;0;1
issue;NOREFERENCE;String; Security  ;2;1289;1284;NOREFERENCE;26;89;0;0.01;1;0;0;1;0;0;0;1;0;1;0;0;1
issue;NOREFERENCE;String;String;3;5514;1397;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
issue;JAVA;New-Feature ;String;2;2198;1676;XML;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
issue;GO;New-Feature  Bug-Fix Refactor  Bug-Fix ;Bug-Fix Refactor ;1;139;316;NOREFERENCE;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0
issue;JAVA;LLM-ChatGPT New-Feature  New-Feature ;String;10;515;2981;BASH;1;28;0;0.05;0;1;0;0;0;0;1;1;0;0;0;0;1
issue;PYTHON;String;String;2;21;792;PYTHON;12;49;0;0.02;1;0;0;0;0;0;1;1;0;0;0;0;1
issue;JAVASCRIPT;Refactor ;String;1;12;770;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
issue;NOREFERENCE;String;String;3;84;949;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
issue;C;String;String;2;756;860;C;0;34;0;0.05;1;0;0;0;0;0;1;1;0;0;0;0;0
issue;HTML;String;String;1;527;763;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
issue;PHP;String;Security ;22;554;6717;NOREFERENCE;41;238;0;0.15;1;0;0;0;0;0;0;0;0;0;0;0;1
issue;PYTHON;Refactor  Bug-Fix ;Refactor ;1;871;616;PYTHON;4;43;0;0.02;0;0;1;0;1;0;0;0;1;0;1;0;1
issue;PHP;New-Feature ;Security ;4;65;945;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
issue;JAVASCRIPT;LLM-ChatGPT String;New-Feature ;3;74;950;PYTHON;2;15;0;0.01;1;0;0;0;0;0;0;0;0;0;0;0;1
issue;JAVASCRIPT; New-Feature;String;8;406;4158;JAVASCRIPT;45;289;0;0.13;0;1;0;0;0;0;1;1;0;0;0;0;1
issue;PYTHON;String; Bug-Fix ;24;4994;9623;PYTHON;61;432;0;0.24;1;0;0;0;0;0;0;0;0;0;0;0;1
issue;PYTHON;String; Bug-Fix ;24;4994;9623;PYTHON;61;432;0;0.24;1;0;0;0;0;0;0;0;0;0;0;0;1
issue;JAVA;String;Security ;1;13;281;JAVA;6;28;0;0.01;1;0;0;0;0;0;0;0;0;0;0;0;1
issue;JAVA;String;String;1;13;406;JAVA;2;12;0;0.01;1;0;0;0;0;0;1;1;0;0;0;0;1
issue;PYTHON;Refactor  Refactor ;String;2;381;1022;BASH;25;31;0,25;0.27;0;0;1;0;0;0;1;1;0;0;0;0;1
issue;NOREFERENCE;String;String;2;65;600;NOREFERENCE;23;23;0,043478261;0.41;1;0;0;0;0;0;1;1;0;0;0;0;1
issue;JAVA;LLM-ChatGPT; Bug-Fix ;22;2882;8720;SQL;0;11;0;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0
issue;NOREFERENCE;String;New-Feature ;7;235;1175;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
issue;HTML;String;Refactor ;3;224;1750;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
issue;JAVASCRIPT;String;String;4;399;1968;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
issue;PYTHON;String; New-Feature;1;10;285;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
issue;HTML;String;String;35;649;7119;SQL;0;195;0;0.26;1;0;0;0;0;0;1;1;0;0;0;0;0
issue;BASH;String;Refactor ;1;1287;451;BASH;0;20;0;0.03;1;0;0;0;0;0;0;0;1;0;0;0;0
issue;NOREFERENCE;String;New-Feature ;1;61;941;JAVA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
issue;JAVASCRIPT;Refactor ;;;;;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
issue;HTML;String;String;4;103;1778;PYTHON;27;95;0;0.04;1;0;0;0;0;0;1;1;0;0;0;0;1
issue;JAVASCRIPT;Refactor New-Feature ;String;3;48;1199;C;0;7;0;0.02;0;1;1;0;0;0;1;1;0;0;0;0;0
issue;PYTHON;String;New-Feature ;8;340;3862;BASH;6;51;0;0.07;1;0;0;0;0;0;0;0;0;0;0;0;1
issue;PYTHON;String;String;1;121;432;HTML;2;40;0;0.04;1;0;0;0;0;0;1;1;0;0;0;0;1
issue;PYTHON; New-Feature  Bug-Fix ;String;3;136;1340;PYTHON;14;84;0;0.06;0;1;0;0;1;0;1;1;0;0;1;0;1
issue;CLOJURE;String;String;2;127;670;JAVASCRIPT;0;10;0;0.04;1;0;0;0;0;0;1;1;0;0;0;0;0
issue;BASH; Bug-Fix ;Prog-language;3;221;1173;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
issue;JAVASCRIPT;New-Feature  New-Feature;String;4;41;1798;NOREFERENCE;6;40;0;0.02;0;1;0;0;0;0;1;1;0;0;0;0;1
issue;NOREFERENCE;String;String;5;172;1633;NOREFERENCE;4;23;0;0.02;1;0;0;0;0;0;1;1;0;0;0;0;1
issue;RUBY;String;String;1;268;469;NOREFERENCE;0;4;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
issue;HTML;Refactor ;Refactor ;3;224;1750;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
issue;JAVASCRIPT;New-Feature  Bug-Fix ; Bug-Fix ;6;218;2789;BASH;25;115;0;0.04;0;1;0;0;1;0;0;0;0;0;1;0;1
issue;NOREFERENCE;New-Feature New-Feature ; New-Feature New-Feature ;1;28;509;JAVA;6;36;0;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
issue;JAVA;String;String;1;14;178;JAVA;0;6;0;0.01;1;0;0;0;0;0;1;1;0;0;0;0;0
issue;JAVASCRIPT;New-Feature New-Feature  New-Feature ;Prog-language ;2;24;648;BASH;6;29;0;0.02;0;1;0;0;0;0;0;0;0;0;0;0;1
issue;JAVASCRIPT;Security ;Refactor ;3;188;764;JAVASCRIPT;5;17;0;0.01;0;0;0;0;0;0;0;0;1;0;0;0;1
issue;JAVASCRIPT;Security ;String;3;203;1002;JAVASCRIPT;4;12;0;0.01;0;0;0;0;0;0;1;1;0;0;0;0;1
issue;NOREFERENCE;Refactor;Refactor;1;9;242;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
issue;PYTHON;String;String;1;21;78;PYTHON;8;9;0;0.03;1;0;0;0;0;0;1;1;0;0;0;0;1
issue;JAVASCRIPT;New-Feature ;New-Feature ;3;78;1644;BASH;14;132;0;0.06;0;1;0;0;0;0;0;0;0;0;0;0;1
issue;PERL;New-Feature ;String;5;415;1649;BASH;0;39;0;0.07;0;1;0;0;0;0;1;1;0;0;0;0;0
issue;NOREFERENCE;New-Feature ;String;9;150;7722;NOREFERENCE;0;381;0;0.05;0;1;0;0;0;0;1;1;0;0;0;0;0
issue;PYTHON;String;String;2;70;675;BASH;10;42;0;0.07;1;0;0;0;0;0;1;1;0;0;0;0;1
issue;PYTHON; New-Feature  New-Feature; New-Feature;3;495;953;PYTHON;8;58;0;0.03;0;1;0;0;0;0;0;0;0;0;0;0;1
issue;NOREFERENCE;String;String;3;75;67;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
issue;PYTHON;Refactor ;;;;;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
issue;PYTHON;Bug-Fix ;String;2;40;859;BASH;11;68;0;0.04;0;0;0;0;1;0;1;1;0;0;1;0;1
issue;JAVASCRIPT;String;String;2;39;976;JAVASCRIPT;8;69;0;0.05;1;0;0;0;0;0;1;1;0;0;0;0;1
issue;PYTHON; Security ;String;10;5897;3512;PYTHON;0;11;0;0.02;0;0;0;0;0;0;1;1;0;0;0;0;0
issue;NOREFERENCE;New-Feature ;String;3;142;758;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
issue;NOREFERENCE;New-Feature ;;;;;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
issue;JAVA;New-Feature  LLM-ChatGPT String;String;1;26;338;JAVA;4;35;0;0.04;1;1;0;0;0;0;1;1;0;0;0;0;1
issue;JAVASCRIPT;Refactor  Security ;Refactor  Security ;1;50;330;NOREFERENCE;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0
issue;PYTHON;Bug-Fix ; Security  Refactor ;2;379;749;NOREFERENCE;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0
issue;JAVASCRIPT; Bug-Fix ; Bug-Fix  Bug-Fix ;2;72;1174;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
issue;PHP;Bug-Fix  Security  New-Feature ;Prog-language  Bug-Fix ;3;342;957;HTML;0;12;0;0.03;0;1;0;0;1;0;0;0;0;0;1;0;0
issue;ASTRO;String;;;;;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
issue;GO;Bug-Fix  Security  ;String;2;51;1191;BASH;17;66;0;0.06;0;0;0;0;1;0;1;1;0;0;1;0;1
issue;JAVASCRIPT;String;String;3;90;1251;NOREFERENCE;0;17;0;0.02;1;0;0;0;0;0;1;1;0;0;0;0;0
issue;PYTHON; New-Feature;Prog-language ;2;83;967;PYTHON;3;48;0;0.05;0;1;0;0;0;0;0;0;0;0;0;0;1
issue;C; New-Feature New-Feature ;String;3;28;1650;NOREFERENCE;16;100;0;0.04;0;1;0;0;0;0;1;1;0;0;0;0;1
issue;JAVA;New-Feature ;Security ;3;335;812;JAVA;2;44;0;0.05;0;1;0;0;0;0;0;0;0;0;0;0;1
issue;ANDROID;New-Feature ;String;19;2009;9361;ANDROID;79;773;0;0.22;0;1;0;0;0;0;1;1;0;0;0;0;1
issue;PYTHON;New-Feature ;Prog-language;1;15;609;PYTHON;16;59;0;0.02;0;1;0;0;0;0;0;0;0;0;0;0;1
issue;JAVASCRIPT;New-Feature New-Feature ;Prog-language ;2;26;1014;JAVASCRIPT;11;61;0;0.03;0;1;0;0;0;0;0;0;0;0;0;0;1
issue;PYTHON;String;String;1;782;351;PYTHON;0;5;0;0.01;1;0;0;0;0;0;1;1;0;0;0;0;0
issue;HTML;Prog-language Prog-language Prog-language ;;;;;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
issue;PYTHON; New-Feature;Refactor ;1;55;572;YAML;6;33;0;0.01;0;1;0;0;0;0;0;0;1;0;0;0;1
issue;PYTHON;New-Feature  Bug-Fix;String;1;16;508;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
issue;JAVASCRIPT;Refactor ;;;;;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
issue;JAVA; Bug-Fix ;String;2;103;737;YAML;0;15;0;0.01;0;0;0;0;1;0;1;1;0;0;1;0;0
issue;C;Prog-language Energy; Bug-Fix ;1;66;305;NOREFERENCE;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0
issue;C;New-Feature ;Refactor ;2;2723;1096;NOREFERENCE;0;1;0;0.01;0;1;0;0;0;0;0;0;1;0;0;0;0
issue;PYTHON;String;New-Feature ;1;1344;1370;HAXE;2;77;0;0.01;1;0;0;0;0;0;0;0;0;0;0;0;1
issue;JAVASCRIPT;Refactor;Energy;5;95;2008;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
issue;PYTHON; Bug-Fix  New-Feature ;String;1;106;33;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
issue;JAVASCRIPT;New-Feature  Bug-Fix ; Bug-Fix ;2;233;535;JAVASCRIPT;4;37;0;0.02;0;1;0;0;1;0;0;0;0;0;1;0;1
issue;JAVASCRIPT;String; Security ;3;33;639;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
issue;PYTHON;Bug-Fix Refactor ;String;2;295;786;PYTHON;0;7;0;0.01;0;0;1;0;1;0;1;1;0;0;1;0;0
issue;RUST;String;Prog-language ;5;855;2826;RUST;46;260;0;0.06;1;0;0;0;0;0;0;0;0;0;0;0;1
issue;JAVASCRIPT;LLM-ChatGPT Prog-language Prog-language ;String;1;169;876;JAVASCRIPT;53;136;0;0.01;0;0;0;0;1;0;1;1;0;0;1;0;1
